iter	Passed	Remaining
196	1292	1331
197	1298	1324
198	1303	1316
199	1309	1309
200	1315	1302
201	1322	1296
202	1329	1289
203	1334	1282
204	1340	1274
205	1346	1268
206	1352	1261
207	1359	1254
208	1365	1247
209	1371	1240
210	1378	1234
211	1383	1227
212	1390	1220
213	1396	1214
214	1402	1207
215	1408	1200
216	1415	1193
217	1419	1185
218	1425	1178
219	1431	1171
220	1437	1164
221	1443	1157
222	1448	1149
223	1454	1142
224	1460	1136
225	1466	1129
226	1473	1122
227	1479	1116
228	1486	1109
229	1492	1103
230	1498	1096
231	1504	1089
232	1511	1083
233	1518	1076
234	1524	1070
235	1527	1061
236	1534	1055
237	1540	1048
238	1547	1042
239	1553	1035
240	1560	1029
241	1566	1022
242	1572	1016
243	1579	1009
244	1585	1003
245	1591	996
246	1598	990
247	1604	983
248	1611	977
249	1619	971
250	1626	965
251	1633	959
252	1640	953
253	1647	946
254	1654	940
255	1661	934
256	1668	928
257	1676	922
258	1684	917
259	1692	911
260	1699	905
261	1706	898
262	1713	892
263	1720	886
264	1727	880
265	1735	874
266	1741	867
267	1748	861
268	1753	854
269	1759	846
270	1765	840
271	1771	833
272	1776	826
273	1782	819
274	1788	812
275	1794	806
276	1800	799
277	1807	793
278	1821	790
279	1830	784
280	1839	779
281	1848	773
282	1857	767
283	1865	762
284	1874	756
285	1881	750
286	1889	743
287	1895	737
288	1903	731
289	1910	724
290	1917	718
291	1924	711
292	1931	705
293	1937	698
294	1944	692
295	1951	685
296	1958	679
297	1966	673
298	1971	666
299	1977	659
300	1984	652
301	1990	645
302	1995	638
303	2002	632
304	2008	625
305	2013	618
306	2019	611
307	2025	605
308	2033	598
309	2040	592
310	2048	586
311	2054	579
312	2061	572
313	2068	566
314	2075	560
315	2082	553
316	2089	547
317	2096	540
318	2102	533
319	2109	527
320	2116	520
321	2122	514
322	2128	507
323	2135	501
324	2142	494
325	2149	487
326	2156	481
327	2162	474
328	2168	467
329	2174	461
330	2180	454
331	2187	447
332	2192	441
333	2198	434
334	2204	427
335	2210	421
336	2216	414
337	2222	407
338	2228	400
339	2232	394
340	2238	387
341	2244	380
342	2249	373
343	2256	367
344	2262	360
345	2268	354
346	2274	347
347	2279	340
348	2286	334
349	2293	327
350	2299	320
351	2305	314
352	2311	307
353	2317	301
354	2324	294
355	2330	287
356	2336	281
357	2343	274
358	2351	268
359	2358	262
360	2364	255
361	2371	248
362	2378	242
363	2384	235
364	2391	229
365	2398	222
366	2405	216
367	2411	209
368	2416	203
369	2423	196
370	2430	189
371	2437	183
372	2444	176
373	2450	170
374	2456	163
375	2461	157
376	2468	150
377	2475	144
378	2482	137
379	2489	131
380	2495	124
381	2502	117
382	2507	111
383	2513	104
384	2519	98
385	2525	91
386	2531	85
387	2536	78
388	2541	71
389	2546	65
390	2553	58
391	2559	52
392	2565	45
393	2572	39
394	2578	32
395	2583	26
396	2589	19
397	2594	13
398	2601	6
399	2608	0
