iter	RMSE
155	1.904097318
156	1.890470051
157	1.878875826
158	1.868171758
159	1.857974717
160	1.846092423
161	1.833022577
162	1.823026744
163	1.813645371
164	1.803417726
165	1.791370435
166	1.780145288
167	1.768331159
168	1.759757765
169	1.749246176
170	1.743470523
171	1.73206523
172	1.722405951
173	1.713433083
174	1.702054949
175	1.692965663
176	1.68690231
177	1.67674572
178	1.670608361
179	1.66366883
180	1.653884406
181	1.646849904
182	1.64050699
183	1.631020833
184	1.621088655
185	1.614032539
186	1.605571194
187	1.597949277
188	1.592499749
189	1.584860147
190	1.576353742
191	1.567316414
192	1.561181245
193	1.553712282
194	1.545809663
195	1.537234546
196	1.530743872
197	1.524910744
198	1.516003192
199	1.50845061
200	1.502124521
201	1.494747547
202	1.486649489
203	1.482082264
204	1.476133011
205	1.46999754
206	1.463114413
207	1.456707793
208	1.451235793
209	1.445286995
210	1.436661799
211	1.43058213
212	1.424345543
213	1.418775576
214	1.413394217
215	1.40680278
216	1.402493433
217	1.398155327
218	1.391015381
219	1.384167163
220	1.380657543
221	1.3743235
222	1.369738529
223	1.365225599
224	1.360504573
225	1.35444915
226	1.348637845
227	1.342608402
228	1.33686312
229	1.332522626
230	1.32863071
231	1.324019222
232	1.320283412
233	1.31573897
234	1.311839306
235	1.311216462
236	1.306219388
237	1.301082534
238	1.296078246
239	1.290495365
240	1.285290219
241	1.279478257
242	1.275756943
243	1.270955351
244	1.266253895
245	1.261647076
246	1.256700233
247	1.251200299
248	1.248452334
249	1.243440071
250	1.238738655
251	1.233861938
252	1.229032225
253	1.225520603
254	1.221652365
255	1.21769636
256	1.214824687
257	1.211435218
258	1.206958211
259	1.202395773
260	1.198814441
261	1.194180988
262	1.190095354
263	1.185267977
264	1.181130337
265	1.178845568
266	1.174403482
267	1.170567551
268	1.16635365
269	1.162748872
270	1.158365399
271	1.154715475
272	1.151346629
273	1.148021642
274	1.145169766
275	1.142717232
276	1.138547252
277	1.135607021
278	1.133554867
279	1.129650537
280	1.126576885
281	1.122549526
282	1.118744187
283	1.115166205
284	1.11151859
285	1.107759737
286	1.104656801
287	1.101702854
288	1.09826245
289	1.095107776
290	1.092031534
291	1.088798795
292	1.085418147
293	1.081927095
294	1.079015725
295	1.076367679
296	1.073167903
297	1.070312445
298	1.067563518
299	1.063393281
300	1.060077535
301	1.057333103
302	1.054409314
303	1.052280688
304	1.049948141
305	1.046695008
306	1.04388862
307	1.040173699
308	1.037739358
309	1.034546768
310	1.031922681
311	1.028337115
312	1.024953565
313	1.022398457
314	1.019494862
315	1.016554002
316	1.013490972
317	1.011193736
318	1.00833618
319	1.005104661
320	1.001534153
321	0.9979042594
322	0.9953585714
323	0.9931154539
324	0.9901864516
325	0.9877392709
326	0.9848669933
327	0.9820949323
328	0.9791356385
329	0.9765211719
330	0.9743647885
331	0.9721892622
332	0.9700910109
333	0.9673900375
334	0.9655564235
335	0.9634880778
336	0.9608658301
337	0.9579637121
338	0.9548698575
339	0.9520309306
340	0.9495684993
341	0.947068359
342	0.9450299525
343	0.943009785
344	0.9408481807
345	0.939103827
346	0.9369287162
347	0.9349113148
348	0.9328018739
349	0.9306426105
350	0.9285163274
351	0.9262042764
352	0.9243243476
353	0.922146118
354	0.9196565428
355	0.9178459937
356	0.9156266686
357	0.9129391314
358	0.9106747555
359	0.9080782896
360	0.905708594
361	0.9032657506
362	0.9009489398
363	0.8992392845
364	0.8975221452
365	0.8958500616
366	0.8939159426
367	0.8916509215
368	0.8896332958
369	0.8871522685
370	0.8852722832
371	0.883107503
372	0.8813240365
373	0.8792824769
374	0.8774108234
375	0.875542416
376	0.8733560002
377	0.8713409415
378	0.8697146861
379	0.8682685591
380	0.8668387828
381	0.8655563403
382	0.8638248536
383	0.8621480517
384	0.8599979449
385	0.8580914072
386	0.856650715
387	0.8550639631
388	0.8533585721
389	0.8513496224
390	0.8498093165
391	0.848190109
392	0.846898445
393	0.8452661317
394	0.843828642
395	0.842104587
396	0.8406613467
397	0.8392861425
398	0.8368930734
399	0.8348672523
