iter	Passed	Remaining
489	1031	1073
490	1032	1070
491	1034	1068
492	1036	1066
493	1039	1065
494	1042	1063
495	1044	1061
496	1046	1058
497	1048	1056
498	1050	1054
499	1052	1052
500	1054	1049
501	1056	1047
502	1058	1045
503	1060	1043
504	1062	1041
505	1063	1038
506	1065	1036
507	1067	1033
508	1069	1031
509	1071	1029
510	1073	1027
511	1075	1025
512	1077	1022
513	1079	1020
514	1081	1018
515	1083	1016
516	1085	1014
517	1087	1012
518	1090	1010
519	1092	1008
520	1094	1006
521	1096	1003
522	1098	1001
523	1100	999
524	1102	997
525	1104	995
526	1106	993
527	1108	991
528	1110	989
529	1113	987
530	1116	986
531	1119	985
532	1121	982
533	1123	980
534	1126	979
535	1128	977
536	1130	975
537	1132	972
538	1134	970
539	1137	969
540	1140	967
541	1142	965
542	1144	963
543	1146	961
544	1148	959
545	1151	957
546	1153	955
547	1156	953
548	1158	951
549	1161	949
550	1163	947
551	1165	945
552	1167	943
553	1170	942
554	1172	940
555	1174	937
556	1176	935
557	1178	933
558	1179	930
559	1181	928
560	1184	926
561	1187	925
562	1190	923
563	1192	921
564	1193	919
565	1195	916
566	1197	914
567	1199	912
568	1202	910
569	1204	908
570	1206	906
571	1208	904
572	1210	901
573	1212	899
574	1213	897
575	1216	895
576	1218	893
577	1220	891
578	1222	889
579	1224	886
580	1226	884
581	1228	882
582	1229	879
583	1232	877
584	1234	875
585	1236	873
586	1238	871
587	1240	869
588	1242	866
589	1244	864
590	1246	862
591	1249	860
592	1251	859
593	1253	856
594	1255	854
595	1257	852
596	1259	849
597	1260	847
598	1262	845
599	1265	843
600	1267	841
601	1269	839
602	1271	836
603	1273	834
604	1274	832
605	1276	830
606	1278	827
607	1280	825
608	1283	823
609	1285	821
610	1287	819
611	1288	817
612	1290	814
613	1292	812
614	1294	810
615	1296	807
616	1298	806
617	1300	804
618	1302	801
619	1304	799
620	1306	797
621	1308	794
622	1309	792
623	1311	790
624	1314	788
625	1315	786
626	1317	783
627	1319	781
628	1321	779
629	1323	777
630	1325	774
631	1326	772
632	1329	770
633	1331	768
634	1333	766
635	1335	764
636	1337	761
637	1338	759
638	1340	757
639	1342	755
640	1344	753
641	1347	751
642	1348	748
643	1350	746
644	1352	744
645	1354	742
646	1356	739
647	1358	737
648	1359	735
649	1362	733
650	1364	731
651	1366	729
652	1367	726
653	1369	724
654	1371	722
655	1373	720
656	1374	717
657	1377	715
658	1378	713
659	1380	711
660	1382	709
661	1384	706
662	1386	704
663	1387	702
664	1389	700
665	1391	697
666	1393	695
667	1395	693
668	1398	691
669	1400	689
670	1401	687
671	1404	685
672	1406	683
673	1408	681
674	1410	679
675	1412	677
676	1415	675
677	1416	672
678	1419	670
679	1421	668
680	1423	666
681	1425	664
682	1427	662
683	1429	660
684	1431	658
685	1433	656
686	1435	654
687	1437	651
688	1439	649
689	1441	647
690	1443	645
691	1445	643
692	1447	641
693	1449	639
694	1451	637
695	1453	635
696	1455	632
697	1457	630
698	1460	628
699	1462	626
700	1464	624
701	1466	622
702	1468	620
703	1470	618
704	1472	616
705	1474	614
706	1477	612
707	1479	610
708	1481	607
709	1483	605
710	1485	603
711	1486	601
712	1488	599
713	1491	597
714	1493	595
715	1495	593
716	1497	591
717	1499	588
718	1500	586
719	1502	584
720	1504	582
721	1506	580
722	1509	578
723	1510	576
724	1512	573
725	1514	571
726	1516	569
727	1518	567
728	1519	565
729	1521	562
730	1524	560
731	1526	558
732	1528	556
733	1530	554
734	1532	552
735	1533	550
736	1535	548
737	1537	545
738	1540	543
739	1542	541
740	1544	539
741	1546	537
742	1547	535
743	1549	533
744	1551	531
745	1553	529
746	1556	527
747	1558	525
748	1560	523
749	1562	520
750	1564	518
751	1566	516
752	1569	514
753	1571	512
754	1574	510
755	1575	508
756	1578	506
757	1580	504
758	1581	502
759	1583	500
760	1585	498
761	1588	495
762	1590	494
763	1593	492
764	1594	489
765	1596	487
766	1598	485
767	1600	483
768	1602	481
769	1605	479
770	1607	477
771	1609	475
772	1611	473
773	1613	471
774	1615	468
775	1617	466
776	1619	464
777	1622	463
778	1625	461
779	1626	458
780	1628	456
781	1630	454
782	1632	452
783	1634	450
784	1636	448
785	1639	446
786	1641	444
787	1643	442
788	1645	439
789	1646	437
790	1648	435
791	1650	433
792	1653	431
793	1655	429
794	1657	427
795	1659	425
796	1662	423
797	1664	421
798	1666	419
799	1668	417
800	1670	415
801	1672	412
802	1674	410
803	1676	408
804	1678	406
805	1680	404
806	1682	402
807	1684	400
808	1687	398
809	1689	396
810	1690	394
811	1693	391
812	1695	389
813	1697	387
814	1699	385
815	1701	383
816	1703	381
817	1705	379
818	1707	377
819	1709	375
820	1712	373
821	1714	371
822	1717	369
823	1719	367
824	1721	365
825	1723	362
826	1725	360
827	1726	358
828	1728	356
829	1730	354
830	1733	352
831	1735	350
832	1737	348
833	1739	346
834	1740	344
835	1742	341
836	1744	339
837	1746	337
838	1748	335
839	1750	333
840	1752	331
841	1754	329
842	1756	327
843	1758	325
844	1760	323
845	1762	320
846	1765	318
847	1767	316
848	1769	314
849	1771	312
850	1773	310
851	1775	308
852	1777	306
853	1779	304
854	1781	302
855	1784	300
856	1786	298
857	1788	295
858	1789	293
859	1791	291
860	1793	289
861	1796	287
862	1798	285
863	1800	283
864	1802	281
865	1804	279
866	1806	277
867	1808	275
868	1810	272
869	1812	270
870	1815	268
871	1817	266
872	1819	264
873	1821	262
874	1823	260
875	1825	258
876	1827	256
877	1829	254
878	1831	252
879	1833	249
880	1834	247
881	1836	245
882	1838	243
883	1840	241
884	1843	239
885	1845	237
886	1847	235
887	1849	233
888	1851	231
889	1853	229
890	1855	226
891	1857	224
892	1859	222
893	1861	220
894	1863	218
895	1865	216
896	1867	214
897	1869	212
898	1871	210
899	1872	208
900	1874	205
901	1876	203
902	1878	201
903	1880	199
904	1882	197
905	1884	195
906	1886	193
907	1888	191
908	1890	189
909	1892	187
910	1894	185
911	1896	182
912	1898	180
913	1900	178
914	1903	176
915	1905	174
916	1907	172
917	1909	170
918	1911	168
919	1913	166
920	1915	164
921	1917	162
922	1920	160
923	1922	158
924	1924	156
925	1926	153
926	1928	151
927	1930	149
928	1932	147
929	1934	145
930	1936	143
931	1938	141
932	1941	139
933	1943	137
934	1945	135
935	1947	133
936	1950	131
937	1952	129
938	1954	126
939	1956	124
940	1959	122
941	1961	120
942	1963	118
943	1966	116
944	1968	114
945	1969	112
946	1971	110
947	1973	108
948	1976	106
949	1978	104
950	1980	102
951	1982	99
952	1984	97
953	1986	95
954	1988	93
955	1989	91
956	1992	89
957	1995	87
958	1997	85
959	1999	83
960	2001	81
961	2003	79
962	2005	77
963	2008	74
964	2010	72
965	2012	70
966	2014	68
967	2016	66
968	2018	64
969	2020	62
970	2022	60
971	2025	58
972	2027	56
973	2029	54
974	2031	52
975	2033	49
976	2034	47
977	2036	45
978	2038	43
979	2041	41
980	2044	39
981	2046	37
982	2048	35
983	2050	33
984	2053	31
985	2055	29
986	2058	27
987	2061	25
988	2063	22
989	2065	20
990	2067	18
991	2069	16
992	2071	14
993	2073	12
994	2075	10
995	2077	8
996	2079	6
997	2081	4
998	2083	2
999	2085	0
